地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2023/04/26,02:49:35.3,福島県沖,37°41.3′N,141°38.9′E,54 km,4.3,震度２
2023/04/25,22:31:58.1,岩手県沿岸北部,39°58.7′N,141°57.1′E,51 km,4.1,震度２
2023/04/25,21:59:58.1,和歌山県北部,34°01.6′N,135°15.2′E,5 km,2.5,震度２
2023/04/25,14:31:56.3,福島県会津,37°02.3′N,139°22.3′E,7 km,2.2,震度２
2023/04/25,08:31:44.8,日向灘,32°14.9′N,132°08.3′E,19 km,2.7,震度１
2023/04/25,00:29:56.3,愛知県西部,35°22.5′N,136°53.0′E,8 km,2.5,震度１
2023/04/24,17:35:58.2,有明海,32°47.1′N,130°33.1′E,8 km,2.8,震度１
2023/04/24,11:35:40.6,和歌山県北部,34°01.6′N,135°15.1′E,5 km,2.4,震度２
2023/04/24,06:33:13.2,父島近海,26°19.7′N,142°19.1′E,47 km,不明,震度２
2023/04/24,06:22:03.9,愛媛県南予,33°28.2′N,132°42.1′E,41 km,3.6,震度１
2023/04/24,01:09:48.3,茨城県沖,36°43.2′N,141°08.4′E,51 km,3.5,震度１
2023/04/24,00:42:42.6,宮城県沖,37°52.2′N,141°41.7′E,58 km,3.8,震度１
2023/04/23,23:45:04.3,福島県会津,37°02.3′N,139°19.9′E,3 km,1.6,震度１
2023/04/23,21:45:55.6,和歌山県北部,34°01.6′N,135°15.3′E,5 km,2.5,震度２
2023/04/23,12:29:53.1,岡山県北部,34°55.8′N,133°57.5′E,10 km,2.7,震度１
2023/04/22,20:54:18.2,石川県能登地方,37°28.4′N,137°17.0′E,7 km,2.5,震度２
2023/04/22,19:42:41.7,渡島地方東部,41°48.2′N,141°09.7′E,5 km,2.5,震度２
2023/04/22,14:30:26.2,茨城県北部,36°23.0′N,140°37.4′E,52 km,3.3,震度２
2023/04/22,10:41:31.8,福島県沖,37°13.1′N,141°23.0′E,29 km,4.2,震度２
2023/04/22,01:09:56.7,石垣島近海,24°53.7′N,123°27.3′E,107 km,4.4,震度１
2023/04/21,21:43:00.0,岩手県沖,40°16.8′N,142°27.3′E,34 km,3.7,震度１
2023/04/21,20:25:23.4,宮城県沖,38°39.7′N,141°55.5′E,61 km,3.4,震度１
2023/04/21,17:16:15.6,岐阜県美濃中西部,35°26.0′N,136°45.8′E,11 km,3.3,震度２
2023/04/21,16:19:52.0,父島近海,26°59.0′N,142°15.1′E,84 km,不明,震度４
2023/04/21,13:46:41.4,長野県南部,35°57.1′N,137°34.7′E,4 km,1.8,震度１
2023/04/21,03:07:18.1,大阪府北部,34°57.2′N,135°26.8′E,10 km,2.5,震度１
2023/04/20,12:33:14.7,石川県能登地方,37°28.4′N,137°17.2′E,7 km,3.2,震度３
2023/04/20,09:42:04.3,父島近海,26°58.3′N,142°37.2′E,59 km,不明,震度１
2023/04/20,02:23:21.7,和歌山県北部,33°58.6′N,135°05.7′E,10 km,2.9,震度１
2023/04/19,09:37:56.9,石川県能登地方,37°28.0′N,137°11.8′E,12 km,3.1,震度１
2023/04/18,21:56:10.4,トカラ列島近海,29°46.5′N,129°50.0′E,11 km,2.1,震度１
2023/04/18,17:03:13.7,沖縄本島近海,26°40.6′N,127°46.2′E,46 km,3.2,震度１
2023/04/18,07:17:39.7,宗谷地方北部,45°08.7′N,141°49.5′E,9 km,2.4,震度１
2023/04/17,14:36:41.9,福島県沖,37°31.4′N,141°21.6′E,51 km,3.4,震度１
2023/04/17,07:29:45.7,石狩地方南部,42°59.3′N,141°30.4′E,13 km,2.2,震度１
2023/04/17,07:16:20.5,岐阜県飛騨地方,36°01.5′N,137°33.0′E,6 km,3.3,震度３
2023/04/17,02:25:07.4,福島県沖,37°10.7′N,141°23.9′E,46 km,4.8,震度４
2023/04/17,00:45:46.9,熊本県熊本地方,32°39.3′N,130°38.8′E,10 km,3.6,震度３
2023/04/16,20:48:18.8,大隅半島東方沖,31°26.7′N,131°27.8′E,37 km,3.4,震度１
2023/04/16,17:42:01.8,トカラ列島近海,29°56.2′N,130°02.6′E,4 km,2.4,震度１
2023/04/16,15:14:33.8,紀伊水道,33°44.1′N,135°04.6′E,39 km,3.4,震度１
2023/04/15,11:40:51.7,岩手県沖,39°08.7′N,142°23.7′E,45 km,4.3,震度２
2023/04/15,09:23:37.2,根室半島南東沖,43°05.3′N,145°34.8′E,47 km,3.9,震度２
2023/04/15,07:25:17.4,千葉県東方沖,35°49.1′N,140°54.0′E,11 km,3.0,震度１
2023/04/15,00:59:28.7,岡山県北部,35°03.9′N,133°25.1′E,11 km,2.9,震度２
2023/04/15,00:53:15.0,釧路沖,42°53.6′N,145°30.5′E,38 km,3.7,震度１
2023/04/14,11:10:34.0,福島県沖,37°38.0′N,141°31.2′E,54 km,3.7,震度１
2023/04/14,10:04:03.0,父島近海,26°57.0′N,142°35.0′E,63 km,不明,震度１
2023/04/14,03:08:37.9,長野県北部,36°48.7′N,138°40.2′E,3 km,2.5,震度２
2023/04/14,02:36:34.5,能登半島沖,37°31.1′N,137°12.8′E,13 km,2.9,震度１
2023/04/13,23:33:31.5,愛知県西部,35°16.4′N,136°52.6′E,39 km,3.3,震度１
2023/04/13,22:24:31.1,父島近海,26°58.2′N,142°30.5′E,67 km,不明,震度１
2023/04/13,19:18:16.0,日高地方西部,42°44.1′N,142°20.9′E,131 km,3.3,震度１
2023/04/13,15:35:38.3,十勝沖,42°35.3′N,143°41.9′E,97 km,3.6,震度１
2023/04/13,08:12:49.7,国後島付近,43°27.3′N,145°54.0′E,92 km,3.7,震度１
2023/04/13,06:54:44.3,和歌山県北部,34°01.9′N,135°14.6′E,3 km,2.3,震度２
2023/04/13,05:28:56.4,茨城県沖,36°14.8′N,140°55.4′E,43 km,3.5,震度２
2023/04/12,17:45:54.5,福島県沖,37°04.3′N,141°12.3′E,48 km,4.0,震度３
2023/04/12,16:37:25.7,茨城県沖,36°25.3′N,140°48.3′E,26 km,2.8,震度１
2023/04/12,15:20:10.4,茨城県北部,36°36.8′N,140°25.3′E,71 km,3.0,震度１
2023/04/12,12:54:53.8,島根県東部,35°10.3′N,132°44.6′E,8 km,3.9,震度３
2023/04/12,05:18:26.7,岐阜県美濃中西部,35°46.3′N,137°06.7′E,8 km,2.6,震度１
2023/04/12,05:10:48.5,千葉県北西部,35°39.4′N,140°06.5′E,70 km,3.9,震度２
2023/04/12,00:44:39.8,父島近海,26°59.3′N,141°40.9′E,59 km,不明,震度１
2023/04/12,00:38:10.1,十勝沖,42°35.2′N,143°42.1′E,99 km,4.3,震度２
2023/04/11,09:09:45.5,父島近海,26°57.8′N,142°30.8′E,73 km,不明,震度１
2023/04/11,04:56:08.6,新潟県中越地方,37°21.7′N,138°44.8′E,23 km,2.3,震度１
2023/04/10,20:05:31.6,石川県能登地方,37°28.0′N,137°09.8′E,13 km,3.2,震度１
2023/04/10,16:07:31.5,滋賀県北部,35°19.0′N,135°55.8′E,14 km,2.6,震度１
2023/04/10,15:03:19.4,沖縄本島近海,26°19.1′N,127°19.4′E,53 km,3.3,震度１
2023/04/10,05:05:45.8,福島県中通り,37°12.6′N,140°31.4′E,81 km,3.1,震度１
2023/04/10,04:11:55.6,釧路地方北部,43°37.1′N,144°25.5′E,3 km,2.0,震度１
2023/04/10,03:45:37.8,与那国島近海,24°19.3′N,122°57.4′E,49 km,5.0,震度３
2023/04/09,11:51:48.9,愛知県西部,35°06.7′N,137°17.4′E,40 km,3.7,震度２
2023/04/09,10:11:28.6,熊本県熊本地方,32°42.1′N,130°39.5′E,10 km,2.2,震度１
2023/04/09,03:52:36.1,徳島県北部,34°02.5′N,134°29.0′E,6 km,2.3,震度１
2023/04/09,02:11:51.1,網走地方,43°45.4′N,143°57.3′E,11 km,2.7,震度２
2023/04/09,00:40:14.8,日高地方東部,42°20.7′N,142°59.4′E,55 km,3.8,震度１
2023/04/08,20:59:53.4,能登半島沖,37°31.8′N,137°14.8′E,13 km,3.0,震度１
2023/04/08,15:01:26.3,埼玉県北部,36°03.8′N,139°28.1′E,60 km,3.6,震度２
2023/04/08,08:58:27.1,父島近海,26°58.9′N,142°21.5′E,80 km,不明,震度１
2023/04/08,05:57:49.0,福島県浜通り,37°04.5′N,140°58.4′E,88 km,3.6,震度１
2023/04/08,04:21:53.4,熊本県球磨地方,32°13.4′N,130°46.9′E,8 km,2.5,震度１
2023/04/07,21:46:01.9,茨城県沖,36°45.1′N,141°16.5′E,75 km,4.0,震度２
2023/04/07,21:14:48.8,父島近海,26°59.3′N,142°20.2′E,82 km,4.0,震度１
2023/04/07,13:46:32.9,熊本県熊本地方,32°32.0′N,130°40.7′E,9 km,3.8,震度３
2023/04/07,07:09:16.1,父島近海,27°00.1′N,142°21.6′E,74 km,4.4,震度１
2023/04/06,19:07:21.6,石川県能登地方,37°30.7′N,137°13.0′E,13 km,3.3,震度１
2023/04/06,14:15:15.1,トカラ列島近海,29°56.7′N,130°01.1′E,11 km,2.2,震度１
2023/04/06,13:10:19.9,択捉島南東沖,44°02.3′N,147°54.3′E,72 km,4.6,震度１
2023/04/06,12:57:11.9,父島近海,26°57.7′N,142°19.9′E,74 km,不明,震度１
2023/04/05,23:10:32.0,父島近海,26°57.8′N,142°18.2′E,76 km,不明,震度１
2023/04/05,14:06:27.3,千葉県北西部,35°29.8′N,140°03.0′E,84 km,3.6,震度１
2023/04/05,08:33:12.3,トカラ列島近海,29°48.0′N,129°50.7′E,10 km,3.0,震度３
2023/04/05,06:24:17.0,愛知県西部,35°04.9′N,137°17.2′E,39 km,3.7,震度２
2023/04/05,04:03:43.0,四国沖,32°42.3′N,132°38.3′E,32 km,3.2,震度１
2023/04/05,02:28:36.1,父島近海,26°57.1′N,142°31.8′E,67 km,不明,震度１
2023/04/05,00:15:41.1,釧路沖,42°45.4′N,145°04.3′E,60 km,4.2,震度２
2023/04/04,23:00:59.5,種子島近海,30°35.5′N,131°08.8′E,30 km,3.8,震度２
2023/04/04,19:50:08.6,父島近海,26°59.2′N,142°19.6′E,82 km,不明,震度１
2023/04/04,16:11:17.8,宮城県沖,38°10.3′N,141°41.8′E,53 km,3.7,震度２
2023/04/04,16:07:25.3,父島近海,26°59.0′N,142°21.6′E,76 km,5.1,震度３
2023/04/04,14:04:42.8,岐阜県飛騨地方,36°03.0′N,137°31.4′E,5 km,2.0,震度１
2023/04/04,12:53:58.4,茨城県南部,36°08.8′N,140°19.9′E,96 km,3.3,震度１
2023/04/04,06:58:00.0,紀伊水道,34°09.5′N,135°07.0′E,8 km,2.5,震度１
2023/04/04,06:41:24.0,父島近海,26°58.0′N,142°21.1′E,73 km,不明,震度２
2023/04/03,21:44:07.5,熊本県阿蘇地方,32°56.8′N,131°02.3′E,9 km,2.7,震度１
2023/04/03,14:48:18.0,父島近海,26°56.9′N,142°19.1′E,75 km,不明,震度１
2023/04/03,10:12:12.2,父島近海,26°56.0′N,142°47.2′E,40 km,不明,震度１
2023/04/03,05:39:11.4,能登半島沖,37°31.4′N,137°13.7′E,14 km,2.7,震度１
2023/04/02,23:17:08.9,宮城県沖,38°19.2′N,141°39.3′E,61 km,4.0,震度１
2023/04/02,22:07:42.6,父島近海,26°59.8′N,142°27.9′E,77 km,不明,震度１
2023/04/02,17:34:25.5,茨城県北部,36°27.8′N,140°35.7′E,55 km,3.8,震度２
2023/04/02,16:40:25.3,石川県能登地方,37°28.0′N,137°11.7′E,12 km,3.0,震度１
2023/04/02,13:14:07.0,茨城県沖,36°20.1′N,141°29.5′E,29 km,4.4,震度１
2023/04/01,22:57:01.3,宮城県沖,38°10.6′N,141°42.4′E,52 km,3.8,震度２
2023/04/01,22:48:24.8,福島県会津,37°39.8′N,140°02.2′E,6 km,2.8,震度１
2023/04/01,22:23:12.3,有明海,32°44.3′N,130°35.7′E,11 km,3.1,震度２
2023/04/01,22:19:14.6,宮城県北部,38°41.0′N,141°03.4′E,13 km,2.4,震度１
2023/04/01,19:03:50.9,長野県北部,36°41.6′N,138°24.4′E,3 km,2.2,震度１
2023/04/01,18:44:59.3,新潟県下越沖,38°18.1′N,138°51.8′E,27 km,4.0,震度１
2023/04/01,18:41:12.7,新潟県下越沖,38°18.0′N,138°51.2′E,28 km,4.9,震度３
2023/04/01,07:46:01.8,トカラ列島近海,29°55.2′N,130°01.8′E,13 km,2.5,震度１
2023/04/01,06:06:07.1,千葉県北東部,35°44.3′N,140°48.0′E,10 km,3.6,震度２
2023/04/01,05:28:36.9,沖縄本島近海,27°26.7′N,128°39.3′E,43 km,3.1,震度１
2023/04/01,04:33:11.9,宮城県沖,38°39.8′N,142°08.5′E,44 km,4.2,震度２
2023/04/01,00:29:39.2,青森県東方沖,41°09.3′N,142°51.9′E,28 km,4.8,震度２
2023/03/31,19:54:44.6,父島近海,26°58.0′N,142°26.6′E,73 km,不明,震度３
2023/03/31,18:13:14.3,能登半島沖,37°32.4′N,137°13.7′E,12 km,2.8,震度１
2023/03/31,14:52:17.9,父島近海,26°58.4′N,142°15.2′E,80 km,5.7,震度２
2023/03/31,06:31:39.3,和歌山県北部,33°56.9′N,135°25.1′E,55 km,3.3,震度１
2023/03/30,06:44:11.2,父島近海,28°26.1′N,141°49.3′E,50 km,4.9,震度１
2023/03/30,03:14:05.7,石川県能登地方,37°27.5′N,137°08.1′E,13 km,2.9,震度１
2023/03/30,03:06:59.0,石川県能登地方,37°27.6′N,137°08.3′E,13 km,2.7,震度１
2023/03/30,00:01:27.9,石川県能登地方,37°27.8′N,137°08.2′E,13 km,3.3,震度１
2023/03/29,23:40:23.1,石川県能登地方,37°28.0′N,137°08.1′E,12 km,3.0,震度１
2023/03/29,23:10:39.3,石川県能登地方,37°27.8′N,137°08.1′E,12 km,2.9,震度１
2023/03/29,17:39:12.5,石川県能登地方,37°31.0′N,137°18.0′E,13 km,3.4,震度３
2023/03/29,12:42:11.7,石川県能登地方,37°31.0′N,137°17.9′E,13 km,3.5,震度３
2023/03/29,03:48:15.7,石川県能登地方,37°31.0′N,137°18.4′E,13 km,4.1,震度３
2023/03/28,18:18:28.9,青森県東方沖,41°09.5′N,142°50.9′E,28 km,6.2,震度４
2023/03/28,04:00:14.1,静岡県西部,34°40.8′N,137°44.1′E,31 km,3.1,震度１
2023/03/28,01:02:43.2,茨城県北部,36°41.9′N,140°35.1′E,10 km,2.9,震度１
2023/03/27,20:03:30.2,福島県沖,37°10.9′N,141°26.8′E,43 km,3.8,震度２
2023/03/27,00:04:20.7,宮城県沖,38°18.4′N,141°36.9′E,60 km,5.3,震度４
2023/03/26,23:33:03.8,宮城県沖,38°18.3′N,141°36.2′E,59 km,4.5,震度２
2023/03/26,08:20:47.8,福島県沖,37°09.5′N,141°26.5′E,43 km,3.5,震度１
2023/03/26,04:26:00.0,上川地方北部,44°50.7′N,142°06.7′E,4 km,2.4,震度１
2023/03/25,07:14:31.6,豊後水道,33°10.0′N,132°18.3′E,46 km,3.5,震度２
2023/03/25,00:55:42.6,石川県能登地方,37°30.9′N,137°12.6′E,13 km,3.1,震度１
2023/03/24,17:20:09.1,福島県沖,37°48.7′N,141°45.9′E,66 km,4.3,震度２
2023/03/24,16:41:22.2,和歌山県北部,34°15.8′N,135°25.5′E,7 km,2.9,震度２
2023/03/24,16:25:35.0,茨城県北部,36°25.1′N,140°18.3′E,83 km,4.7,震度４
2023/03/24,13:05:21.2,能登半島沖,37°31.2′N,137°13.4′E,13 km,3.1,震度１
2023/03/24,08:16:43.4,島根県東部,35°16.7′N,133°07.8′E,10 km,2.9,震度１
2023/03/24,04:37:51.3,岐阜県飛騨地方,36°14.1′N,137°34.3′E,3 km,2.1,震度１
2023/03/23,20:29:26.9,熊本県熊本地方,32°33.3′N,130°44.4′E,9 km,2.7,震度１
2023/03/23,18:47:51.1,熊本県熊本地方,32°33.4′N,130°44.5′E,9 km,3.4,震度２
2023/03/23,04:32:03.3,福島県沖,37°03.1′N,141°17.7′E,21 km,4.0,震度１
2023/03/22,17:23:44.9,岩手県沖,40°14.4′N,143°04.2′E,20 km,4.4,震度１
2023/03/22,16:37:00.1,岩手県沖,40°15.0′N,143°04.3′E,20 km,5.7,震度２
2023/03/22,10:46:41.5,奄美大島北東沖,29°18.4′N,130°31.8′E,27 km,4.3,震度１
2023/03/22,04:54:28.5,日向灘,32°14.6′N,132°07.3′E,19 km,3.9,震度１
2023/03/22,03:19:46.8,岐阜県飛騨地方,35°59.5′N,137°19.0′E,8 km,2.2,震度１
2023/03/21,06:28:39.8,日高地方東部,42°21.7′N,143°01.0′E,74 km,4.1,震度１
2023/03/21,03:52:56.4,長野県中部,36°20.7′N,137°58.7′E,10 km,3.3,震度２
2023/03/21,01:22:56.0,和歌山県北部,34°08.7′N,135°17.6′E,5 km,2.2,震度１
2023/03/20,12:46:57.9,石川県能登地方,37°29.7′N,137°13.7′E,12 km,2.3,震度１
2023/03/20,10:59:23.4,千葉県東方沖,35°30.5′N,140°56.4′E,35 km,4.6,震度２
2023/03/20,10:37:06.1,石川県能登地方,37°28.1′N,137°11.9′E,12 km,3.4,震度２
2023/03/20,06:36:02.2,奄美大島近海,28°13.7′N,129°23.8′E,18 km,3.3,震度１
2023/03/19,20:00:45.8,福島県沖,37°49.7′N,141°45.5′E,62 km,4.0,震度１
2023/03/19,17:18:45.4,能登半島沖,37°32.2′N,137°17.0′E,11 km,2.3,震度１
2023/03/19,15:06:35.0,愛知県西部,35°12.4′N,137°24.8′E,46 km,3.1,震度２
2023/03/18,20:08:08.2,茨城県南部,36°19.0′N,140°01.3′E,73 km,3.8,震度２
2023/03/18,18:01:41.1,石川県能登地方,37°30.2′N,137°13.0′E,12 km,2.9,震度１
2023/03/18,13:40:12.5,福島県中通り,37°04.1′N,140°26.7′E,7 km,2.4,震度１
2023/03/16,15:00:22.9,福島県会津,37°35.7′N,140°05.5′E,4 km,2.5,震度１
2023/03/15,20:22:46.8,和歌山県南部,33°54.0′N,135°31.4′E,28 km,2.8,震度１
2023/03/15,06:39:05.4,千葉県北西部,35°30.1′N,140°06.0′E,69 km,3.8,震度２
2023/03/15,06:05:07.2,茨城県南部,36°05.2′N,139°55.6′E,46 km,4.1,震度３
2023/03/15,04:09:43.5,千葉県東方沖,35°41.2′N,140°49.9′E,27 km,2.9,震度１
2023/03/15,03:28:42.8,千葉県東方沖,35°41.2′N,140°50.1′E,27 km,3.3,震度１
2023/03/14,23:43:03.2,与那国島近海,24°20.5′N,122°58.4′E,48 km,3.5,震度１
2023/03/14,20:23:17.5,千葉県東方沖,35°41.1′N,140°49.9′E,27 km,3.0,震度１
2023/03/14,13:36:46.5,宮城県沖,37°52.3′N,141°45.5′E,58 km,4.0,震度１
2023/03/14,13:05:57.6,父島近海,26°36.3′N,142°33.0′E,3 km,4.4,震度２
2023/03/14,05:35:35.8,岩手県沿岸北部,39°49.2′N,141°43.3′E,70 km,4.0,震度２
2023/03/14,04:29:49.9,茨城県北部,36°46.3′N,140°33.4′E,7 km,4.2,震度２
2023/03/14,04:03:16.2,石川県能登地方,37°30.6′N,137°12.8′E,11 km,3.0,震度１
2023/03/14,03:42:06.0,福井県嶺北,36°06.5′N,136°22.5′E,8 km,3.0,震度２
2023/03/13,19:03:14.8,長野県南部,35°54.2′N,137°36.9′E,9 km,2.4,震度１
2023/03/13,05:25:34.8,岩手県沖,39°34.0′N,142°17.4′E,86 km,3.8,震度１
2023/03/12,23:22:18.2,青森県三八上北地方,40°20.5′N,141°14.1′E,8 km,1.4,震度１
2023/03/12,22:43:49.0,茨城県北部,36°46.7′N,140°33.9′E,8 km,3.3,震度１
2023/03/12,22:42:44.9,茨城県北部,36°46.6′N,140°34.0′E,9 km,3.5,震度１
2023/03/12,20:21:09.5,神奈川県西部,35°18.3′N,139°09.4′E,12 km,2.9,震度２
2023/03/12,10:38:38.3,青森県東方沖,41°29.5′N,142°00.9′E,57 km,3.4,震度１
2023/03/12,10:06:04.7,根室地方中部,43°29.7′N,145°06.4′E,130 km,3.8,震度１
2023/03/12,08:39:16.7,沖縄本島北西沖,26°47.2′N,126°54.8′E,91 km,4.3,震度２
2023/03/11,05:13:46.3,千葉県北西部,35°44.0′N,139°58.5′E,63 km,4.3,震度３
2023/03/11,05:12:39.8,日高地方東部,42°11.9′N,142°57.5′E,49 km,4.8,震度４
2023/03/10,18:42:26.8,千葉県南部,35°09.7′N,140°09.3′E,13 km,3.1,震度１
2023/03/10,13:57:06.7,胆振地方中東部,42°53.2′N,141°50.8′E,8 km,2.6,震度２
2023/03/09,23:14:09.4,千葉県南東沖,34°40.2′N,141°07.3′E,38 km,4.4,震度１
2023/03/09,17:17:23.3,紀伊水道,33°47.4′N,135°08.2′E,46 km,3.3,震度１
2023/03/09,08:15:24.6,伊予灘,33°20.7′N,131°33.3′E,107 km,3.4,震度１
2023/03/09,01:55:01.5,秋田県内陸北部,39°58.6′N,140°25.5′E,6 km,2.4,震度１
2023/03/08,22:48:48.9,茨城県南部,36°09.4′N,140°04.2′E,66 km,3.6,震度２
2023/03/07,21:13:28.3,愛知県東部,35°04.1′N,137°43.2′E,16 km,3.4,震度２
2023/03/07,21:02:20.6,渡島地方東部,41°53.4′N,140°58.8′E,9 km,2.1,震度１
2023/03/07,20:37:34.6,徳島県南部,33°47.5′N,134°08.4′E,8 km,2.3,震度１
2023/03/07,07:24:47.3,釧路沖,42°20.7′N,144°35.5′E,20 km,5.0,震度３
2023/03/06,18:10:07.2,熊本県熊本地方,32°54.6′N,130°28.1′E,13 km,2.7,震度１
2023/03/06,16:44:58.1,天草灘,31°59.7′N,130°10.8′E,11 km,2.8,震度１
2023/03/06,02:41:29.9,沖縄本島近海,26°19.7′N,127°44.7′E,16 km,3.0,震度１
2023/03/06,01:57:14.0,三宅島近海,34°10.2′N,139°18.9′E,14 km,3.4,震度１
2023/03/05,17:12:53.2,新潟県上中越沖,37°27.4′N,137°51.5′E,24 km,3.7,震度１
2023/03/05,07:54:22.3,駿河湾,34°53.1′N,138°21.7′E,11 km,2.8,震度２
2023/03/04,16:51:06.1,鹿児島県薩摩地方,32°00.0′N,130°11.1′E,10 km,2.9,震度１
2023/03/04,14:20:13.9,茨城県北部,36°41.2′N,140°36.3′E,10 km,2.8,震度１
2023/03/04,11:45:25.0,伊豆大島近海,34°47.7′N,139°16.8′E,11 km,2.4,震度１
2023/03/04,10:45:17.3,伊豆大島近海,34°47.7′N,139°15.8′E,8 km,3.0,震度２
2023/03/04,10:21:17.1,伊豆大島近海,34°48.0′N,139°16.9′E,12 km,2.8,震度２
2023/03/04,08:54:45.4,千葉県北西部,35°41.8′N,140°08.6′E,68 km,3.3,震度１
2023/03/04,04:31:04.8,西表島付近,24°14.5′N,123°49.2′E,19 km,3.4,震度２
2023/03/03,19:18:53.0,八丈島近海,33°14.3′N,139°28.4′E,16 km,3.8,震度２
2023/03/03,11:35:12.4,沖縄本島近海,26°30.5′N,127°12.9′E,21 km,3.2,震度１
2023/03/03,11:10:24.7,福島県沖,37°42.6′N,141°32.2′E,53 km,3.8,震度１
2023/03/03,00:32:22.9,内浦湾,41°55.8′N,140°58.3′E,9 km,1.7,震度１
2023/03/02,21:01:06.6,宮城県沖,38°51.1′N,142°22.1′E,44 km,3.8,震度１
2023/03/02,17:51:50.7,八丈島近海,33°14.8′N,139°28.8′E,18 km,3.9,震度１
2023/03/02,15:51:24.9,和歌山県北部,34°12.6′N,135°16.1′E,5 km,2.8,震度１
2023/03/02,15:47:39.9,八丈島近海,33°14.7′N,139°26.5′E,14 km,5.0,震度３
2023/03/02,15:21:20.4,宮城県沖,38°51.4′N,142°03.4′E,45 km,3.5,震度１
2023/03/02,15:14:52.0,北海道東方沖,43°22.4′N,147°05.3′E,61 km,4.7,震度２
2023/03/02,08:27:21.2,茨城県沖,36°14.8′N,141°00.7′E,40 km,3.5,震度１
2023/03/02,02:21:31.0,茨城県沖,35°58.0′N,140°48.2′E,85 km,3.5,震度１
2023/03/01,00:48:03.8,千葉県北東部,35°44.1′N,140°37.3′E,49 km,4.1,震度２
2023/02/28,20:30:50.3,奄美大島近海,28°01.9′N,129°29.5′E,26 km,3.9,震度２
2023/02/28,13:07:20.7,茨城県沖,35°53.5′N,140°52.1′E,40 km,3.3,震度１
2023/02/28,12:55:10.6,茨城県沖,35°53.7′N,140°52.2′E,40 km,4.5,震度３
2023/02/28,11:50:18.2,石川県能登地方,37°29.4′N,137°18.0′E,11 km,2.3,震度１
2023/02/28,03:56:07.9,宮城県沖,38°28.0′N,142°06.2′E,42 km,4.3,震度２
2023/02/27,16:31:28.8,瀬戸内海中部,34°02.4′N,133°03.3′E,14 km,3.0,震度１
2023/02/27,11:45:19.1,種子島南東沖,30°07.0′N,131°20.6′E,24 km,3.9,震度１
2023/02/27,10:57:42.4,石川県能登地方,37°31.1′N,137°16.8′E,12 km,2.7,震度１
2023/02/27,10:23:05.1,福島県沖,37°23.4′N,141°45.1′E,40 km,3.9,震度１
2023/02/27,03:58:54.6,択捉島付近,44°29.2′N,146°44.3′E,136 km,4.2,震度１
2023/02/26,18:51:16.7,福島県沖,37°27.7′N,141°19.4′E,35 km,3.9,震度１
2023/02/26,12:53:32.5,石川県能登地方,37°30.9′N,137°14.8′E,12 km,3.5,震度２
2023/02/26,09:28:58.6,能登半島沖,37°31.0′N,137°14.9′E,12 km,4.0,震度３
2023/02/26,03:04:04.0,宗谷地方北部,44°59.7′N,142°04.6′E,19 km,2.3,震度１
2023/02/25,22:27:43.6,釧路沖,42°45.3′N,145°04.5′E,63 km,6.0,震度５弱
2023/02/25,19:25:44.9,沖縄本島北西沖,27°07.8′N,126°39.7′E,29 km,4.9,震度３
2023/02/25,18:16:39.7,宮古島近海,24°36.9′N,124°55.5′E,61 km,4.3,震度２
2023/02/25,12:49:12.7,千葉県南東沖,34°53.6′N,140°02.6′E,68 km,3.9,震度１
2023/02/25,11:19:15.4,茨城県南部,36°03.4′N,139°55.7′E,45 km,3.4,震度１
2023/02/25,09:48:56.7,宮城県沖,38°54.4′N,142°07.6′E,44 km,3.8,震度２
2023/02/24,17:10:25.0,岩手県沿岸北部,39°45.5′N,141°50.7′E,58 km,3.6,震度１
2023/02/24,16:15:40.6,伊豆大島近海,34°33.3′N,139°16.8′E,5 km,2.1,震度１
2023/02/24,13:17:21.3,釧路沖,42°55.8′N,145°25.5′E,44 km,3.4,震度１
2023/02/24,06:22:00.4,浦河沖,42°02.4′N,142°36.5′E,65 km,3.5,震度１
2023/02/24,04:39:53.0,伊豆大島近海,34°33.5′N,139°16.6′E,6 km,2.1,震度１
2023/02/24,04:23:37.9,岩手県沖,39°38.1′N,142°06.5′E,49 km,3.7,震度１
2023/02/23,23:40:45.5,長野県南部,35°50.7′N,137°34.4′E,4 km,2.5,震度１
2023/02/22,15:34:59.5,兵庫県南西部,34°50.4′N,134°44.2′E,15 km,3.0,震度１
2023/02/22,09:32:18.0,岩手県沖,39°42.4′N,142°07.9′E,48 km,3.2,震度１
2023/02/22,05:38:13.2,浦河沖,42°04.9′N,142°41.2′E,52 km,3.5,震度１
2023/02/22,02:00:21.6,石垣島北西沖,25°02.8′N,123°21.4′E,133 km,4.4,震度１
2023/02/21,23:02:16.2,石川県能登地方,37°31.3′N,137°16.4′E,11 km,2.7,震度１
2023/02/21,22:53:47.6,石川県能登地方,37°31.5′N,137°16.4′E,12 km,4.1,震度３
2023/02/21,14:41:51.5,和歌山県北部,34°06.1′N,135°13.1′E,5 km,2.2,震度１
2023/02/21,08:39:17.7,千葉県北東部,35°24.4′N,140°21.8′E,29 km,3.3,震度２
2023/02/21,07:47:42.8,石川県能登地方,37°30.5′N,137°13.6′E,13 km,3.2,震度２
2023/02/20,15:34:13.1,長野県北部,36°41.7′N,138°23.9′E,2 km,3.3,震度２
2023/02/20,14:46:56.3,大分県南部,32°46.7′N,131°52.7′E,49 km,3.4,震度２
